model_key,repo_name,file_path,split,level,gold_snippet_index,injection_layer,rank,baseline_input_tokens,vector_input_tokens,vector_f_input_tokens,vector_f_sum_input_tokens,matrix_input_tokens,matrix_f_input_tokens,input_reduction_vector,input_reduction_vector_f,input_reduction_vector_f_sum,input_reduction_matrix,input_reduction_matrix_f,baseline_edit_sim,vector_edit_sim,vector_f_edit_sim,vector_f_sum_edit_sim,matrix_edit_sim,matrix_f_edit_sim,baseline_exact_match,vector_exact_match,vector_f_exact_match,vector_f_sum_exact_match,matrix_exact_match,matrix_f_exact_match,delta_vector,delta_vector_f,delta_vector_f_sum,delta_matrix,delta_matrix_f,f_contrib_vector,f_contrib_matrix,sum_vs_code_f,baseline_output,vector_output,vector_f_output,vector_f_sum_output,matrix_output,matrix_f_output,gold_next_line,fact_block,summary_block,elapsed_baseline_s,elapsed_vector_s,elapsed_vector_f_s,elapsed_vector_f_sum_s,elapsed_matrix_s,elapsed_matrix_f_s
deepseek-14b,Dong142857/Live3DPortrait,models/eg3d/volumetric_rendering/renderer.py,cross_file_first,2k,0,29,8,1523,940,1002,1000,940,1002,0.3828,0.3421,0.3434,0.3828,0.3421,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,        self.ray_marcher = MipRayMarcher2(),        self.ray_marcher = MipRayMarcher2(),        self.ray_marcher = MipRayMarcher2(),        self.ray_marcher = MipRayMarcher2(),        self.ray_marcher = MipRayMarcher2(),        self.ray_marcher = MipRayMarcher2(),        self.ray_marcher = MipRayMarcher2(),"Facts: __init__(self); forward(self, colors, densities, depths, rendering_options); torch_dot(x: torch.Tensor, y: torch.Tensor); get_ray_limits_box(rays_o: torch.Tensor, rays_d: torch.Tensor, box_side_length); MipRayMarcher2(nn.Module)","Summary:
This code is part of a 3D live portrait system, focusing on volumetric rendering. It includes a ray marcher for 3D volume rendering and some math utilities.
Okay, I need to write a structured reference for the given code. Let me start by understanding each part.",16.59,10.18,11.2,11.15,10.17,11.19
deepseek-14b,xhuangcv/humannorm,threestudio/models/materials/neural_radiance_material.py,cross_file_first,2k,1,29,8,1092,258,315,304,258,315,0.7637,0.7115,0.7216,0.7637,0.7115,0.375,0.375,0.375,0.375,0.375,0.375,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,        super().configure(),        super().configure(),        super().configure(),        super().configure(),        super().configure(),        super().configure(),"        self.encoding = get_encoding(3, self.cfg.dir_encoding_config)","Facts: configure(self); export(self, *args, **kwargs) -> Dict[str, Any]; get_encoding(n_input_dims: int, config) -> nn.Module; get_mlp(n_input_dims, n_output_dims, config) -> nn.Module; Config(BaseModule.Config)","Summary:
This codebase implements neural networks for 3D human modeling, focusing on materials and network architectures. It includes base material classes, encoding functions, MLPs, and utility operations like dot product and activation functions.
</think>",12.0,4.35,4.59,4.54,4.34,4.58
deepseek-14b,KoeAI/LLVC,infer.py,cross_file_first,2k,0,29,8,1374,74,178,133,74,178,0.9461,0.8705,0.9032,0.9461,0.8705,0.7576,0.7576,0.7576,0.7188,0.7188,0.7576,False,False,False,False,False,False,0.0,0.0,-0.0388,-0.0388,0.0,0.0,0.0388,-0.0388,    model = Net(**config),    model = Net(**config),    model = Net(**config),    model = Net(config),    model = Net(config),    model = Net(**config),    model = Net(**config['model_params']),"Facts: __init__(self, label_len, L=8,
                 enc_dim=512, num_enc_layers=10,
                 dec_dim=256, dec_buf_len=100, num_dec_layers=2,
                 dec_chunk_size=72, out_buf_len=2,
                 use_pos_enc=True, skip_connection=True, proj=True, lookahead=True, decoder_dropo","Summary:
The code defines a neural network model for audio source separation, with a convolutional front-end, a transformer-style encoder-decoder architecture for mask generation, and a convolutional back-end. The model is capable of processing audio in chunks, making it suitable for real-time appli",15.04,2.27,3.0,2.83,2.25,2.99
deepseek-14b,open-compass/MixtralKit,mixtralkit/layers/attention.py,cross_file_first,2k,2,29,8,1451,817,917,849,817,917,0.4369,0.368,0.4149,0.4369,0.368,0.3393,0.5106,0.5263,0.3393,0.275,0.5319,False,False,False,False,False,False,0.1713,0.187,0.0,-0.0643,0.1926,0.0157,0.2569,-0.187,        # Repeat key and value for local attention,        # Apply rotary embedding,        # Apply rotary embeddings,        # Repeat key and value for local attention,        # cache kv,        # apply rotary embedding,"        xq, xk = apply_rotary_emb(xq, xk, freqs_cis=freqs_cis)","Facts: repeat_kv(x: torch.Tensor, n_rep: int) -> torch.Tensor; apply_rotary_emb(
    xq: torch.Tensor,
    xk: torch.Tensor,
    freqs_cis: torch.Tensor,
) -> Tuple[torch.Tensor, torch.Tensor]; xq (torch.Tensor): Query tensor to apply rotary embeddings.; xk (torch.Tensor): Key tensor to apply rotary","Summary:
This code defines model arguments, a utility function for repeating key-value pairs, and a function for applying rotary embeddings to query and key tensors.
</think>",15.47,9.59,10.07,9.72,9.57,10.06
deepseek-14b,smonsays/modular-hyperteacher,metax/learner/reptile.py,cross_file_first,2k,5,29,8,1395,294,364,342,294,364,0.7892,0.7391,0.7548,0.7892,0.7391,0.1538,0.8986,0.8986,0.8986,0.8986,0.8986,False,False,False,False,False,False,0.7448,0.7448,0.7448,0.7448,0.7448,0.0,0.0,0.0,</think>,class ReptileLearner(MetaGradLearner):,class ReptileLearner(MetaGradLearner):,class ReptileLearner(MetaGradLearner):,class ReptileLearner(MetaGradLearner):,class ReptileLearner(MetaGradLearner):,class Reptile(MetaGradLearner):,"Facts: batch_generator(rng, datastruct, steps, batch_size); repeat(x); __init__(self, loss_fn_inner, loss_fn_outer, base_learner, reg_strength); __call__(self, rng, state, hstate, params, hparams, input, is_training); reset_hparams(self, rng, sample_input)","Summary:
This is a modular meta-learning framework with a focus on initialization and optimization. It includes a base dataset class, a batch generator, a learned initialization meta-module, a meta-learner base class, and various utility functions.
</think>",15.22,4.49,4.95,4.76,4.48,4.94
deepseek-14b,akhilravidas/stack-sparrow,sparrow/assistant/run.py,cross_file_first,2k,4,29,8,1205,284,343,360,284,343,0.7643,0.7154,0.7012,0.7643,0.7154,0.4235,0.4235,0.4235,0.4235,0.4235,0.4235,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    return OpenAI(,    return OpenAI(,    return OpenAI(,    return OpenAI(,    return OpenAI(,    return OpenAI(,    return OpenAI(api_key=config.AppConfig.instance().openai_token),"Facts: is_excluded(path: str); get_repo(repo_path: Optional[str] = None) -> Optional[git.Repo]; file_is_binary(file_path, check_bytes=8000); is_changed_line(line_number); MAX_TOKENS_PER_REVIEW = 20","Summary:
This is a Python codebase for a tool called Stack Sparrow, which appears to be an assistant for code reviews. The code is organized into several modules: assistant, libs. The assistant module contains classes for handling file reviews, review plans, and protocols. The libs module contains u",12.58,4.47,4.77,4.92,4.44,4.77
deepseek-14b,VikParuchuri/libgen_to_txt,libgen_to_txt/marker/convert.py,cross_file_first,2k,0,29,8,837,112,162,180,112,162,0.8662,0.8065,0.7849,0.8662,0.8065,0.4538,0.4545,0.4298,0.6144,0.3866,0.4298,False,False,False,False,False,False,0.0007,-0.024,0.1606,-0.0672,-0.024,-0.0247,0.0432,0.1846,        if metadata['Cleaned'] == 1:,"        if metadata['type'] not in ['text', 'image', 'audio', 'video']:",        all_metadata[fname] = metadata,"        if metadata.get(""extension"") not in settings.VALID_EXTENSIONS:",        # Check if metadata is valid,        all_metadata[fname] = metadata,"        if metadata[""Language""].strip() not in settings.MARKER_SUPPORTED_LANGUAGES:","Facts: query_metadata(fmd5); BASE_METADATA_FOLDER: str = ""metadata""; LIBGEN_DB_NAME: str = ""libgen""; RCLONE_ADAPTER_NAME: str = ""putio""; MARKER_FOLDER: str = ""../marker""","Summary:
The code is part of a system that processes books from libgen, stores metadata, and converts them to text. The settings.py file defines configuration options, and metadata.py contains a function to query metadata from a database.
Okay, I need to create a structured reference for the given c",9.67,2.66,2.94,3.02,2.65,2.94
deepseek-14b,daswer123/rvc-python,rvc_python/__main__.py,cross_file_first,2k,1,29,8,1269,598,701,652,598,701,0.5288,0.4476,0.4862,0.5288,0.4476,0.8358,0.7164,0.7164,0.7164,0.64,0.7164,False,False,False,False,False,False,-0.1194,-0.1194,-0.1194,-0.1958,-0.1194,0.0,0.0764,0.0,    inferred_files = infer_files(,    inferred_paths = infer_files(,    inferred_paths = infer_files(,    inferred_paths = infer_files(,    infer_files(,    inferred_paths = infer_files(,    processed_files = infer_files(,"Facts: infer_file(
    input_path,
    model_path,
    index_path = """",
    device = ""cpu:0"",
    f0method = ""harvest"",
    opt_path = ""out.wav"",
    index_rate = 0.5,
    filter_radius = 3,
    resample_sr = 0,
    rms_mix_rate = 1,
    protect = 0.33,
    f0up_key = 0,
    version = ""v2""
)...","Summary:
This code provides two functions for voice conversion using RVC models. The infer_file function processes a single audio file, while infer_files processes multiple files in a directory. Both functions utilize the VC class and Config class to manage voice conversion parameters and models.
</",14.21,7.02,8.24,7.96,7.01,8.23
deepseek-14b,liuhuang31/HiFTNet-sr,models.py,cross_file_first,2k,0,29,8,630,260,333,302,260,333,0.5873,0.4714,0.5206,0.5873,0.4714,0.5789,0.5789,0.5789,0.5789,0.5789,0.5789,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,        self.convs2 = nn.ModuleList([,        self.convs2 = nn.ModuleList([,        self.convs2 = nn.ModuleList([,        self.convs2 = nn.ModuleList([,        self.convs2 = nn.ModuleList([,        self.convs2 = nn.ModuleList([,        self.convs1.apply(init_weights),"Facts: init_weights(m, mean=0.0, std=0.01); get_padding(kernel_size, dilation=1); __init__(self, filter_length=800, hop_length=200, win_length=800, window='hann'); transform(self, input_data); inverse(self, magnitude, phase)","Summary:
This codebase implements a STFT-based neural network for speech super-resolution. It includes utility functions for initializing weights and computing padding, and a custom STFT module with forward and inverse transforms.
</think>",7.63,4.36,4.7,4.54,4.36,4.7
deepseek-14b,nv-tlabs/trace,tbsim/models/temporal.py,cross_file_first,2k,0,29,8,898,470,521,490,470,521,0.4766,0.4198,0.4543,0.4766,0.4198,1.0,1.0,1.0,0.8974,1.0,1.0,True,True,True,False,True,True,0.0,0.0,-0.1026,0.0,0.0,0.0,0.0,-0.1026,"            SinusoidalPosEmb(time_dim),","            SinusoidalPosEmb(time_dim),","            SinusoidalPosEmb(time_dim),","            SinusoidalPosEmb(cond_dim),","            SinusoidalPosEmb(time_dim),","            SinusoidalPosEmb(time_dim),","            SinusoidalPosEmb(time_dim),","Facts: __init__(self, dim); __init__(self, inp_channels, out_channels, kernel_size, n_groups=8); SinusoidalPosEmb(nn.Module); Downsample1d(nn.Module); Upsample1d(nn.Module)","Summary:
This code defines several neural network layers and helper functions for a trace simulation model.
</think>",10.04,5.67,6.55,6.07,5.66,6.55
deepseek-14b,omkarcloud/google-scraper,src/google_scraper.py,cross_file_first,2k,5,29,8,1122,558,644,604,558,644,0.5027,0.426,0.4617,0.5027,0.426,0.4762,0.2289,0.3467,0.4498,0.2289,0.35,False,False,False,False,False,False,-0.2473,-0.1295,-0.0264,-0.2473,-0.1262,0.1178,0.1211,0.1031,"    def get_data(query: str, max_items: int = 100, entity_type: str = ""url""):",    def get_data(social_details):,"    def get_data(query: str, entity_type: str, data: Dict, transformer: str = ""kebab_case""):","    def get_data(query: str, proxies: Optional[List[Dict[str, str]]] = None,",    def get_data(social_details):,"    def get_data(query, entity_type, data, transformer=kebab_case):","    def search(query:  Union[str, List[str]],  max: Optional[int] = None, key: Optional[str] =None,  use_cache: bool = True) -> Dict:","Facts: write_output(query, data, entity_type,transformer = kebab_case); search(_, data, metadata); FAILED_DUE_TO_CREDITS_EXHAUSTED = ""FAILED_DUE_TO_CREDITS_EXHAUSTED""; FAILED_DUE_TO_NO_KEY = ""FAILED_DUE_TO_NO_KEY""; FAILED_DUE_TO_NOT_SUBSCRIBED = ""FAILED_DUE_TO_NOT_SUBSCRIBED""","Summary:
The code is part of a Google Scraper built on cloudscraper, handling API requests and output writing.
Okay, I need to write a structured reference for the provided code. Let me start by understanding each part.",12.22,6.67,7.87,7.13,6.66,7.87
deepseek-14b,facebookresearch/verde,src/generate/export.py,cross_file_first,2k,2,29,8,1037,712,757,731,712,757,0.3134,0.27,0.2951,0.3134,0.27,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,            except TimeoutError:,            except TimeoutError:,            except TimeoutError:,            except TimeoutError:,            except TimeoutError:,            except TimeoutError:,            except TimeoutError:,"Facts: to_cuda(*args); timeout(seconds=10, error_message=os.strerror(errno.ETIME); decorator(func); _handle_timeout(repeat_id, signum, frame); wrapper(*args, **kwargs)","Summary:
The code provides utility functions and a class for handling CUDA operations and timeouts.
</think>",11.81,8.31,9.22,8.69,8.3,9.21
deepseek-14b,OSU-NLP-Group/TableLlama,inference_row_pop.py,cross_file_first,2k,1,29,8,673,314,337,366,314,337,0.5334,0.4993,0.4562,0.5334,0.4993,0.5316,0.447,0.5568,0.3333,0.4737,0.4082,False,False,False,False,False,False,-0.0846,0.0252,-0.1983,-0.0579,-0.1234,0.1098,-0.0655,-0.2235,"    prompt = PROMPT_DICT[""prompt_input""].format(","    return PROMPT_DICT[instruction] + ""\n"" + input_seg + ""\n"" + question + ""\n"" + ""Please reason step by step, and put your final answer within \boxed{}.""",    return PROMPT_DICT['default'] + instruction + question + input,"    return f""""""{instruction}","    return f""Instruction: {instruction}\nInput: {input}\nQuestion: {question}\n""","    return f""Instruction: {instruction}\n\nQuestion: {question}\n\nInput: {input}\n\n""","    return PROMPT_DICT[""prompt_input""].format(instruction=instruction, input_seg=input_seg, question=question)","Facts: replace_llama_attn(use_flash_attn=True, use_full=False); PROMPT_DICT = {","Summary:
This codebase is for fine-tuning a Llama model with custom prompts, possibly using flash attention.
Okay, I'm trying to understand this codebase for fine-tuning a Llama model. Let me start by looking at the files provided.",8.08,4.58,4.73,4.97,4.57,4.73
deepseek-14b,zorazrw/filco,measure_ctxs.py,cross_file_first,2k,4,29,8,1042,244,342,294,244,342,0.7658,0.6718,0.7179,0.7658,0.6718,0.9412,1.0,0.9412,1.0,1.0,0.7671,False,True,False,True,True,False,0.0588,0.0,0.0588,0.0588,-0.1741,-0.0588,-0.2329,0.0588,    dataset = load_dataset(args.dataset),    dataset = load_dataset(args.dataset_path),    dataset = load_dataset(args.dataset),    dataset = load_dataset(args.dataset_path),    dataset = load_dataset(args.dataset_path),    dataset = load_dataset(),    dataset = load_dataset(args.dataset_path),"Facts: calc_cxmi_score(
    model: AutoModelForSeq2SeqLM,
    tokenizer: AutoTokenizer,
    answer: str,
    base_input: str,
    ctx_input: str,
    apply_sigmoid: bool = False,
) -> float; get_example_inputs(
    question: str,
    context: str,
    answers: list[str],
    question_prefix: str = ""","Summary:
This codebase implements a CXMI score calculation for text generation models, along with evaluation metrics and dataset utilities.
Okay, I need to write a structured reference for the given codebase. Let me start by understanding each part of the code.",11.81,4.06,4.76,4.5,4.05,4.77
deepseek-14b,mitre/arlin,tests/test_dataset/test_collectors/test_sb3_collectors.py,cross_file_first,2k,1,29,8,950,142,226,183,142,226,0.8505,0.7621,0.8074,0.8505,0.7621,1.0,0.8217,0.9504,0.7752,0.8217,0.7119,True,False,False,False,False,False,-0.1783,-0.0496,-0.2248,-0.1783,-0.2881,0.1287,-0.1098,-0.1752,"        collector = SB3PPODataCollector(SB3PPODatapoint, ppo_model.policy)","        collector = SB3PPODataCollector(env, ppo_model)","        collector = SB3PPODataCollector(SB3PPODatapoint, ppo_model)","        collector = SB3PPODataCollector(ppo_model, env)","        collector = SB3PPODataCollector(env, ppo_model)",        collector = SB3PPODataCollector(env),"        collector = SB3PPODataCollector(SB3PPODatapoint, ppo_model.policy)","Facts: __init__(self, datapoint_cls: Type[BaseDatapoint], policy: BasePolicy); collect_internal_data(
        self, observation: np.ndarray
    ) -> Tuple[type[BaseDatapoint], int]; SB3DQNDataCollector(BaseDataCollector); SB3DQNDatapoint(BaseDatapoint); SB3PPODatapoint(BaseDatapoint)","Summary:
This code implements data collectors for Stable Baselines3's DQN and PPO algorithms. The data collectors extract internal model features and Q-values, and create corresponding datapoints for analysis.
</think>",10.19,2.87,3.66,3.02,2.85,3.66
deepseek-14b,chenran-li/RQL-release,rl_zoo3/plots/plot_train.py,cross_file_first,2k,3,29,8,1191,409,494,489,409,494,0.6566,0.5852,0.5894,0.6566,0.5852,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"        ""steps"": X_TIMESTEPS,","        ""steps"": X_TIMESTEPS,","        ""steps"": X_TIMESTEPS,","        ""steps"": X_TIMESTEPS,","        ""steps"": X_TIMESTEPS,","        ""steps"": X_TIMESTEPS,","        ""steps"": X_TIMESTEPS,","Facts: load_results(path: str) -> pandas.DataFrame; ts2xy(data_frame: pd.DataFrame, x_axis: str) -> Tuple[np.ndarray, np.ndarray]; window_func(var_1: np.ndarray, var_2: np.ndarray, window: int, func: Callable) -> Tuple[np.ndarray, np.ndarray]; X_EPISODES = ""episodes""; X_TIMESTEPS = ""timesteps""","Summary:
The code provided is part of the Stable Baselines3 library, specifically the monitor and results plotter components. It includes exception handling for monitor results loading, functions to load and process monitor logs, and utilities for plotting results. The key functions are `load_result",12.55,5.19,6.13,6.04,5.18,6.12
deepseek-14b,balewgize/skimmit,url_summary/views.py,cross_file_first,2k,4,29,8,1308,545,583,581,545,583,0.5833,0.5543,0.5558,0.5833,0.5543,1.0,0.2083,0.8182,0.2083,0.2083,0.2083,True,False,False,False,False,False,-0.7917,-0.1818,-0.7917,-0.7917,-0.7917,0.6099,0.0,-0.6099,"    response, error = download_page(url)",    try:,"    response, is_downloaded = download_page(url)",    try:,    try:,    try:,"    response, error = download_page(url)","Facts: clean_url(self); __str__(self) -> str; download_page(url: str) -> tuple[requests.Response, bool]; Preference(models.Model); URLSummary(models.Model)","Summary:
This is a Python web application using Django. It has models for user preferences and URL summaries, forms for handling URLs, and utility functions for downloading web pages.
</think>",14.68,6.61,6.76,6.73,6.6,6.76
deepseek-14b,DataCanvasIO/LMS,lms/runtime/prune/llm_pruner/LLMPruner/peft/utils/save_and_load.py,cross_file_first,2k,0,29,8,713,330,403,350,330,403,0.5372,0.4348,0.5091,0.5372,0.4348,0.26,0.26,0.26,0.26,0.3232,0.26,False,False,False,False,False,False,0.0,0.0,0.0,0.0632,0.0,0.0,-0.0632,0.0,    # Get the state dict of the adapter,    # Get the state dict of the adapter,    # Get the state dict of the adapter,    # Get the state dict of the adapter,    # Check if the model is using LoRA,    # Get the state dict of the adapter,"    if config.peft_type in (PeftType.LORA, PeftType.ADALORA):",Facts: num_virtual_tokens (`int`): The number of virtual tokens to use.; token_dim (`int`): The hidden embedding dimension of the base transformer model.; num_transformer_submodules (`int`): The number of transformer submodules in the base transformer model.; num_attention_heads (`int`): The number ,"Summary:
This code defines configuration classes for different prompt and parameter-efficient fine-tuning methods.
</think>",8.31,4.66,5.17,4.83,4.65,5.16
deepseek-14b,tiendatnguyen-vision/Orbit-symmetrize,RotatedMNIST/LPS/emlp-pytorch/tests/model_tests.py,cross_file_first,2k,0,29,8,1397,1120,1144,1162,1120,1144,0.1983,0.1811,0.1682,0.1983,0.1811,0.448,0.448,0.448,0.3536,0.5622,0.448,False,False,False,False,False,False,0.0,0.0,-0.0944,0.1142,0.0,0.0,-0.1142,-0.0944,"    relerr = rel_error(out1, out2)","    relerr = rel_error(out1, out2)","    relerr = rel_error(out1, out2)","    rel_error(out1, out2, [lazy_G_sample.Ms[0], lazy_G_sample.Ms[1]]).mean().item() < 1e-4","    assert torch.allclose(out1, out2, rtol=1e-3, atol=1e-3), ""Bespoke rep equivariance failed""","    relerr = rel_error(out1, out2)","    assert rel_error(out1, out2) < 1e-4, ""EMLP equivariance fails on bespoke productsubrep""","Facts: rel_error(t1, t2); scale_adjusted_rel_error(t1, t2, g)","Summary:
This code defines two functions for computing relative errors between tensors, with and without considering the action of a group element g. The functions are used to test the equivariance of neural network layers.
</think>",15.24,12.18,12.36,11.41,12.18,12.35
deepseek-14b,chebupelka8/Engine,scripts/loop.py,cross_file_first,2k,1,29,8,861,94,145,146,94,145,0.8908,0.8316,0.8304,0.8908,0.8316,0.3571,0.3571,0.3571,0.3571,0.3571,0.3571,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,        self.__clock = pygame.time.Clock(),        self.__clock = pygame.time.Clock(),        self.__clock = pygame.time.Clock(),        self.__clock = pygame.time.Clock(),        self.__clock = pygame.time.Clock(),        self.__clock = pygame.time.Clock(),"        pygame.display.set_icon(Image(""Engine/assets/icon.png"").image)","Facts: __init__(self, x: int | float, y: int | float) -> None; image(self) -> pygame.Surface; size(self) -> Vec2; image(self, image: pygame.Surface) -> None; Vec2","Summary:
The code is part of a game engine, with a math module and an image module. The math module defines a Vec2 class for 2D vector operations, and the image module defines an Image class for handling images and their surfaces.
</think>",9.79,2.48,2.88,2.88,2.47,2.87
deepseek-14b,Yanyutin753/CowAndPandoraNext,channel/chat_channel.py,cross_file_first,2k,3,29,8,980,489,540,565,489,540,0.501,0.449,0.4235,0.501,0.449,0.4928,0.5,0.5,0.5,0.4474,0.4474,False,False,False,False,False,False,0.0072,0.0072,0.0072,-0.0454,-0.0454,0.0,0.0,0.0,            if ctype == ContextType.GROUP:,            if ctype == ContextType.Chat:,            if ctype == ContextType.TEXT:,            if ctype == ContextType.TEXT:,            if context.ctype == ContextType.TEXT:,            if context.ctype == ContextType.TEXT:,            config = conf(),"Facts: startup(self); handle_text(self, msg); send(self, reply: Reply, context: Context); build_reply_content(self, query, context: Context = None) -> Reply; NOT_SUPPORT_REPLYTYPE = [ReplyType.VOICE,","Summary:
This codebase is a Python project that implements a messaging system with support for different channel types (like Discord, Telegram, etc.), message processing, and task queues. It includes a custom queue implementation, logging setup, and configuration management.
Okay, I need to write a ",10.63,6.04,6.61,6.69,6.03,6.61
deepseek-14b,shixiaoyu0216/SAC4IR,sacd/memory/per.py,cross_file_first,2k,2,29,8,696,223,284,252,223,284,0.6796,0.592,0.6379,0.6796,0.592,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,        self.it_min = MinTree(it_capacity),        self.it_min = MinTree(it_capacity),        self.it_min = MinTree(it_capacity),        self.it_min = MinTree(it_capacity),        self.it_min = MinTree(it_capacity),        self.it_min = MinTree(it_capacity),        self.it_min = MinTree(it_capacity),"Facts: __init__(self, capacity, state_shape, device, gamma=0.99,
                 multi_step=3); __init__(self, size); sum(self, start=0, end=None); min(self, start=0, end=None); SumTree(SegmentTree)","Summary:
This code implements memory structures for a deep learning model, including a multi-step memory buffer and segment trees for efficient data management.
</think>",8.19,3.62,4.47,4.24,3.6,4.47
deepseek-14b,netease-youdao/EmotiVoice,frontend.py,cross_file_first,2k,1,29,8,909,798,854,886,798,854,0.1221,0.0605,0.0253,0.1221,0.0605,1.0,1.0,1.0,1.0,0.4138,1.0,True,True,True,True,False,True,0.0,0.0,0.0,-0.5862,0.0,0.0,0.5862,0.0,    g2p = G2p(),    g2p = G2p(),    g2p = G2p(),    g2p = G2p(),    import sys,    g2p = G2p(),    g2p = G2p(),"Facts: has_chinese_punctuation(text); tn_chinese(text); read_lexicon(lex_path); get_eng_phoneme(text, g2p, lexicon, pad_sos_eos=True); ROOT_DIR = os.path.dirname(os.path.abspath(""__file__""))","Summary:
This codebase contains two Python files, frontend_cn.py and frontend_en.py, which are part of the EmotiVoice project. The files contain functions related to text processing, including splitting, punctuation checks, number conversions, and phoneme generation. The functions are standalone and",10.06,9.54,9.78,5.77,9.55,9.77
deepseek-14b,N0rz3/Phunter,lib/lookup.py,cross_file_first,2k,0,29,8,779,474,486,532,474,486,0.3915,0.3761,0.3171,0.3915,0.3761,0.7179,0.1953,0.7179,0.2117,0.5405,0.7179,False,False,False,False,False,False,-0.5226,0.0,-0.5062,-0.1774,0.0,0.5226,0.1774,-0.5062,    await free(phone_number),"    await free(phone_number, parsed.country_code, operator, line, possible, valid, countrys, operator, line, possible, valid, countrys, operator, line, possible, valid, countrys, operator, line, possi",    await free(phone_number),"    await free(phone_number, operator, line, countrys, val, pos, possible, valid, parsed, ligne, operator, line, countrys, val, pos, possible, valid, parsed, ligne, operator, line, countrys, val, pos,","    await free(phone_number, parsed.country_code, parsed.nsn)",    await free(phone_number),"    await free(str(phone_number).replace(""+"", """"))",Facts: free(phone_number); spamcalls(p_n),"Summary:
The code is part of a Python project that performs phone number lookups using multiple services. The functions are asynchronous and use specific libraries for HTTP requests and parsing.
Okay, I need to analyze the provided code snippets and create a structured reference. Let me start by und",9.49,5.75,5.99,6.59,5.74,5.99
mistral-24b,Muhammadali-Akbarov/aiogram-bot-template,aiogram_bot_template/db/db_api/storages/postgres/storage.py,cross_file_first,2k,2,10,8,908,452,525,499,452,525,0.5022,0.4218,0.4504,0.5022,0.4218,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    ) -> SingleQueryResult:,    ) -> SingleQueryResult:,    ) -> SingleQueryResult:,    ) -> SingleQueryResult:,    ) -> SingleQueryResult:,    ) -> SingleQueryResult:,    ) -> SingleQueryResult:,"Facts: __init__(self, results: list[typing.Mapping[str, Any]]); _fetch(
        self,
        sql: str,
        params: Optional[tuple[Any, ...] | list[tuple[Any, ...]]] = None,
        con: Optional[Any] = None,
    ) -> MultipleQueryResults...","Summary:
This code defines a set of classes and methods for handling database queries and results in a structured and type-safe manner. It includes classes for handling multiple and single query results, as well as a base class for raw database connections.",14.73,7.7,9.41,8.99,7.72,9.45
mistral-24b,ATR-DBI/CityRefer,models/cityrefer.py,cross_file_first,2k,0,10,8,1383,375,459,461,375,459,0.7289,0.6681,0.6667,0.7289,0.6681,0.7176,0.5658,0.5658,0.5732,0.5658,0.5658,False,False,False,False,False,False,-0.1518,-0.1518,-0.1444,-0.1518,-0.1518,0.0,0.0,0.0074,        self.sparse_encoder = SparseConvEncoder(input_feature_dim),        self.sparse_encoder = SparseConvEncoder(,        self.sparse_encoder = SparseConvEncoder(,        self.sparse_conv_encoder = SparseConvEncoder(,        self.sparse_encoder = SparseConvEncoder(,        self.sparse_encoder = SparseConvEncoder(,        self.sparse_conv = SparseConvEncoder(self.input_feature_dim) # self.input_feature_dim = 3 -> 128,"Facts: __init__(self, input_dim); forward(self, x); __init__(self, num_object_class, vocab_size, use_lang_classifier=True, use_bidir=False, 
        embed_dim=256, hidden_size=256, max_num_landmark=128, padding_idx=0); SparseConvEncoder(nn.Module); LandLangModule(nn.Module)","Summary:
The code defines two classes, `SparseConvEncoder` and `LandLangModule`, which are part of a larger system for processing and encoding visual and linguistic data. The `SparseConvEncoder` class is responsible for encoding visual data using convolutional layers, while the `LandLangModule` clas",21.96,7.29,7.95,8.0,7.27,7.95
