model_key,model_hf_id,repo_name,file_path,example_id,ratio_name,compressor_model,original_input_tokens,compressed_input_tokens,output_tokens,input_token_reduction,exact_match,edit_sim,prefix_match,prediction,gold_next_line,elapsed_s,status,error_type,error_message,compression_meta
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hellloxiaotian/KDNet,train_KDNet.py,hellloxiaotian/KDNet/train_KDNet.py#72,6x,NousResearch/Llama-2-7b-hf,18747,4727,10,0.7479,False,0.5369,False,"                        'model':ema.ema.state_dict(),","                        'model': deepcopy(model.module if is_parallel(model) else model).half(),",47.51,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 16712, ""compressed_tokens"": 2907, ""ratio"": ""5.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 21, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,gmum/ViewingDirectionGaussianSplatting,scene/gaussian_model.py,gmum/ViewingDirectionGaussianSplatting/scene/gaussian_model.py#73,6x,NousResearch/Llama-2-7b-hf,2472,1204,13,0.5129,False,0.4154,False,"    def get_sh_coefficients(self, features, l_max):","    def create_from_pcd(self, pcd : BasicPointCloud, spatial_lr_scale : float):",11.72,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 1548, ""compressed_tokens"": 283, ""ratio"": ""5.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 10, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,yuukawahiroshi/ddb-tools,mixins_ddb.py,yuukawahiroshi/ddb-tools/mixins_ddb.py#74,6x,NousResearch/Llama-2-7b-hf,9668,2106,19,0.7822,False,0.2126,False,"def _create_vqm_meta_list(mixins_item: str, args: argparse.Namespace):","def mixins_vqm(src_ddi_bytes: bytes, output_stream: io.BufferedWriter, mixins_ddi_model: DDIModel, mixins_ddb_stream: io.BufferedReader):",23.1,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 8307, ""compressed_tokens"": 796, ""ratio"": ""10.4x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 4, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,CorentinJ/transcription-diff,transcription_diff/text_diff.py,CorentinJ/transcription-diff/transcription_diff/text_diff.py#75,6x,NousResearch/Llama-2-7b-hf,1551,1345,9,0.1328,False,0.3729,False,    if len(args) == 1:,"    asr_texts, lang_id = whisper_asr(",13.41,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 256, ""compressed_tokens"": 50, ""ratio"": ""5.1x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 2, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,Luo-Z13/pointobb,PointOBB/mmdet/datasets/cocofmt_obb.py,Luo-Z13/pointobb/PointOBB/mmdet/datasets/cocofmt_obb.py#76,6x,NousResearch/Llama-2-7b-hf,8673,2941,16,0.6609,False,0.3158,False,"        assert isinstance(scale_ranges, (list, tuple)) or scale_ranges is None","        mean_ap, _ = eval_rbbox_map(",28.42,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 7004, ""compressed_tokens"": 1368, ""ratio"": ""5.1x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 6, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,ingra14m/Tensor4D-DNeRF,exp_runner.py,ingra14m/Tensor4D-DNeRF/exp_runner.py#77,6x,NousResearch/Llama-2-7b-hf,15082,2994,17,0.8015,False,0.6316,False,        self.sdf_network = FieldNetwork(**self.conf['model.sdf_network']),        self.tensor4d = Tensor4D(**self.conf['model.tensor4d']).to(self.device),30.27,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 14205, ""compressed_tokens"": 2191, ""ratio"": ""6.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 8, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,mpenning/ciscoconfparse2,ciscoconfparse2/models_asa.py,mpenning/ciscoconfparse2/ciscoconfparse2/models_asa.py#78,6x,NousResearch/Llama-2-7b-hf,31382,5123,11,0.8368,True,1.0,False,    default_ipv6_addr_object = IPv6Obj(),    default_ipv6_addr_object = IPv6Obj(),51.8,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 29805, ""compressed_tokens"": 3942, ""ratio"": ""7.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 6, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,modelscope/normal-depth-diffusion,scripts/t2i.py,modelscope/normal-depth-diffusion/scripts/t2i.py#79,6x,NousResearch/Llama-2-7b-hf,8621,2342,8,0.7283,True,1.0,False,        sampler = DDIMSampler(model),        sampler = DDIMSampler(model),23.6,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 7597, ""compressed_tokens"": 1346, ""ratio"": ""5.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 10, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,dmamakas2000/ipo,experiments/ipo.py,dmamakas2000/ipo/experiments/ipo.py#80,6x,NousResearch/Llama-2-7b-hf,7931,2631,7,0.6683,True,1.0,False,        trainer = FinancialTrainer(,        trainer = FinancialTrainer(,25.32,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 6492, ""compressed_tokens"": 1258, ""ratio"": ""5.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 10, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,RobertCsordas/moe,tasks/simple/language_model/transformer_lm_mixin.py,RobertCsordas/moe/tasks/simple/language_model/transformer_lm_mixin.py#81,6x,NousResearch/Llama-2-7b-hf,16720,4500,16,0.7309,True,1.0,False,            mklayer = lambda: PrelnRelativeKVMemTransformerEncoderLayer(,            mklayer = lambda: PrelnRelativeKVMemTransformerEncoderLayer(,43.84,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 14883, ""compressed_tokens"": 2715, ""ratio"": ""5.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 10, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,choderalab/chiron,chiron/tests/test_pairs.py,choderalab/chiron/chiron/tests/test_pairs.py#82,6x,NousResearch/Llama-2-7b-hf,7989,2177,10,0.7275,True,1.0,False,    space = OrthogonalNonperiodicSpace(,    space = OrthogonalNonperiodicSpace(,22.24,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 7087, ""compressed_tokens"": 1284, ""ratio"": ""5.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 5, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,DaveParr/starpilot,tests/test_utils.py,DaveParr/starpilot/tests/test_utils.py#83,6x,NousResearch/Llama-2-7b-hf,993,325,22,0.6727,False,0.9799,False,"    result = get_user_starred_repos(""test_user"", MockGithub(), num_repos=2)","    result = get_user_starred_repos(""testuser"", MockGithub(), num_repos=3)",4.36,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 835, ""compressed_tokens"": 167, ""ratio"": ""5.0x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 2, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,LukeForeverYoung/UReader,serve/model_worker.py,LukeForeverYoung/UReader/serve/model_worker.py#84,6x,NousResearch/Llama-2-7b-hf,13186,3244,15,0.754,False,0.4933,False,        self.model = MplugOwlForConditionalGeneration.from_pretrained(,"        self.processor = MplugOwlProcessor(self.image_processor, self.tokenizer)",31.68,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 12184, ""compressed_tokens"": 2306, ""ratio"": ""5.3x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 14, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,sinoyou/nelf-pro,nerfstudio/data/datamanagers/base_datamanager.py,sinoyou/nelf-pro/nerfstudio/data/datamanagers/base_datamanager.py#85,6x,NousResearch/Llama-2-7b-hf,9876,2232,17,0.774,False,0.7521,False,"            ""llff"": NeLFProDataParserConfig(raw_loader=""llff""),","            ""nelfpro-data"": NeLFProDataParserConfig(),",22.73,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 9316, ""compressed_tokens"": 1691, ""ratio"": ""5.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 18, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,fg320/DEASC,examples/05_3x3_farm_wso_SLSQP_visualization.py,fg320/DEASC/examples/05_3x3_farm_wso_SLSQP_visualization.py#86,6x,NousResearch/Llama-2-7b-hf,9544,2180,34,0.7716,False,0.977,False,"wso_explore_optimum_power_1var(wso_obj, turbine=1, yaw_bounds=(-25, 25), yaw_number=25)","wso_explore_optimum_power_1var(wso_obj, turbine=5, yaw_bounds=(-25, 25), yaw_number=51)",22.15,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 8887, ""compressed_tokens"": 1548, ""ratio"": ""5.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 7, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,IBM/oper8,tests/test_controller.py,IBM/oper8/tests/test_controller.py#87,6x,NousResearch/Llama-2-7b-hf,18316,3970,11,0.7832,False,0.7752,False,"                ""metadata"": {""name"": ""subsystem""},","                ""metadata"": {""name"": ""subsystem"", ""namespace"": TEST_NAMESPACE},",39.37,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 17463, ""compressed_tokens"": 3130, ""ratio"": ""5.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 18, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hkchengrex/Cutie,gui/main_controller.py,hkchengrex/Cutie/gui/main_controller.py#88,6x,NousResearch/Llama-2-7b-hf,14461,3217,10,0.7775,False,0.5342,False,            if self.propagate_direction == 'forward':,"            dataset = PropagationReader(self.res_man, self.curr_ti, self.propagate_direction)",32.05,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 13219, ""compressed_tokens"": 2071, ""ratio"": ""6.4x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 10, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,yixinNB/pyscrcpy,pyscrcpy/core.py,yixinNB/pyscrcpy/pyscrcpy/core.py#89,6x,NousResearch/Llama-2-7b-hf,2704,1472,9,0.4556,False,0.3817,False,                        # 检查是否需要更新,                        if len(self.listeners[EVENT_ONCHANGE]) == 0 and not self.skip_same_frame:,14.82,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 1575, ""compressed_tokens"": 347, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 6, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,NobiDeveloper/Nobita-Filter-Bot,plugins/pm_filter.py,NobiDeveloper/Nobita-Filter-Bot/plugins/pm_filter.py#90,6x,NousResearch/Llama-2-7b-hf,14711,4364,15,0.7034,False,0.623,False,"        if not await db.is_user_in_group(user_id, group_id):","        mkact = await make_active(str(user_id), str(group_id))",44.58,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 19021, ""compressed_tokens"": 2857, ""ratio"": ""6.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 53, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hkchengrex/Cutie,process_video.py,hkchengrex/Cutie/process_video.py#91,6x,NousResearch/Llama-2-7b-hf,7204,1428,6,0.8018,False,0.5067,False,    # Initialize InferenceCore,"    processor = InferenceCore(cutie, cfg=cfg)",16.11,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 6572, ""compressed_tokens"": 815, ""ratio"": ""8.1x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 5, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,ziqi-zhang/TAOISM,teeslice/sgx_resnet.py,ziqi-zhang/TAOISM/teeslice/sgx_resnet.py#92,6x,NousResearch/Llama-2-7b-hf,21759,4297,8,0.8025,False,0.5714,False,        self.downsample = downsample_layers,        self.add = SecretAddLayer(,44.25,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 21096, ""compressed_tokens"": 3670, ""ratio"": ""5.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 26, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,AMAAI-Lab/mustango,diffusers/src/diffusers/models/unet_2d_condition.py,AMAAI-Lab/mustango/diffusers/src/diffusers/models/unet_2d_condition.py#93,6x,NousResearch/Llama-2-7b-hf,24938,4221,11,0.8307,False,0.4578,False,"        if isinstance(module, torch.nn.modules.container.Container):","        if isinstance(module, (CrossAttnDownBlock2D, DownBlock2D, CrossAttnUpBlock2D, UpBlock2D)):",44.07,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 23611, ""compressed_tokens"": 2932, ""ratio"": ""8.1x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 18, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,owkin/fedeca,fedeca/fedeca_core.py,owkin/fedeca/fedeca/fedeca_core.py#94,6x,NousResearch/Llama-2-7b-hf,26098,4989,16,0.8088,False,0.4806,False,            self.robust_fit_time = time.time() - self.total_fit_time,                self.variance_matrix = get_outmodel_function(,50.95,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 24733, ""compressed_tokens"": 3684, ""ratio"": ""6.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 15, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,RobertCsordas/moe,tasks/simple/language_model/enwik8_transformer.py,RobertCsordas/moe/tasks/simple/language_model/enwik8_transformer.py#95,6x,NousResearch/Llama-2-7b-hf,8302,1772,16,0.7866,False,0.7576,False,"class TransformerLM(TransformerLMMixin, SimpleTask, LanguageModelInterface):","class Enwik8Transformer(TransformerLMMixin, SimpleTask):",18.68,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 8083, ""compressed_tokens"": 1561, ""ratio"": ""5.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 6, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,HeliosZhao/Animate124,dnerf/utils.py,HeliosZhao/Animate124/dnerf/utils.py#96,6x,NousResearch/Llama-2-7b-hf,17238,2268,18,0.8684,False,0.4348,False,"        # for each frame, get the rays_o, rays_d, mvp, time","        light_d = safe_normalize(rays_o + torch.randn(3, device=rays_o.device))",26.93,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 15592, ""compressed_tokens"": 779, ""ratio"": ""20.0x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 5, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,zju3dv/nr_in_a_room,optim/patch_perceptual.py,zju3dv/nr_in_a_room/optim/patch_perceptual.py#97,6x,NousResearch/Llama-2-7b-hf,1325,429,6,0.6762,False,0.4375,False,"    pred: torch.Tensor,","    perceptual_net: VGG16_for_Perceptual,",4.92,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 1064, ""compressed_tokens"": 216, ""ratio"": ""4.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 3, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,yacinxx/dnakey,create_profile.py,yacinxx/dnakey/create_profile.py#98,6x,NousResearch/Llama-2-7b-hf,1596,487,16,0.6949,False,0.8553,False,            self.config_manager = ConfigManager(self.config_has_key).configuration().keys(),"            self.config_manager = ConfigManager(self.config_has_key)",5.65,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 1404, ""compressed_tokens"": 288, ""ratio"": ""4.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 2, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,alexzhou907/DreamPropeller,threestudio/models/guidance/zero123_unified_guidance.py,alexzhou907/DreamPropeller/threestudio/models/guidance/zero123_unified_guidance.py#99,6x,NousResearch/Llama-2-7b-hf,9250,2073,6,0.7759,False,0.4286,False,        pipe.scheduler = self.scheduler,        cleanup(),22.8,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 7923, ""compressed_tokens"": 797, ""ratio"": ""9.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 8, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,ZS-YANG/FemtoDet-v3,mmdet/models/dense_heads/atss_vlfusion_head.py,ZS-YANG/FemtoDet-v3/mmdet/models/dense_heads/atss_vlfusion_head.py#100,6x,NousResearch/Llama-2-7b-hf,8682,2638,5,0.6962,False,0.4848,False,            # Compute language attention,            dot_product_proj_queries = permute_and_flatten(,25.48,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 7416, ""compressed_tokens"": 1388, ""ratio"": ""5.3x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 12, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,Birch-san/natten-fwd-ad,script/demo.py,Birch-san/natten-fwd-ad/script/demo.py#101,6x,NousResearch/Llama-2-7b-hf,742,283,10,0.6186,False,0.1224,False,torch.backends.cudnn.deterministic = True,"natten_block = NattenBlock(d_model, d_head=d_head, kernel_size=kernel_size).to(device=device, dtype=dtype)",4.24,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 636, ""compressed_tokens"": 177, ""ratio"": ""3.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 2, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,Zerohertz/Streamlit-Quant,lib/visual.py,Zerohertz/Streamlit-Quant/lib/visual.py#102,6x,NousResearch/Llama-2-7b-hf,1321,957,11,0.2755,False,0.2381,False,"    if st.session_state[""cache""][""vis_period""]:",    fig.update_layout(_transaction()),9.34,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 448, ""compressed_tokens"": 90, ""ratio"": ""5.0x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 3, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,allenai/Holodeck,modules/holodeck.py,allenai/Holodeck/modules/holodeck.py#103,6x,NousResearch/Llama-2-7b-hf,33834,7232,24,0.7863,False,0.9161,False,"            video = room_video(scene, self.objaverse_asset_dir, 1024, 768)","            final_video = room_video(scene, self.objaverse_asset_dir, 1024, 1024)",75.21,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 32249, ""compressed_tokens"": 5909, ""ratio"": ""5.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 15, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,daojiAnime/aio_retrying,tests/test_condition_error.py,daojiAnime/aio_retrying/tests/test_condition_error.py#104,6x,NousResearch/Llama-2-7b-hf,654,174,8,0.7339,True,1.0,False,    with pytest.raises(ConditionError):,    with pytest.raises(ConditionError):,3.19,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 599, ""compressed_tokens"": 119, ""ratio"": ""5.0x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 2, ""used_merged_context"": false}"
