model_key,model_hf_id,task,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,f1,prediction,best_answer,elapsed_s,status,error_type,error_message,attention_estimated_gb
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,633204c891118a6f3d1ae62d7b444c2ee02ad0cbae4876cc,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4348,1105,4323,1080,26,0.7459,True,0.1455,"Seven in the Sun has not been mentioned to have its director die during the time period of the film's production or release. On the other hand, ""Daughter of the Jungle"" does not specify any director's death related to the film either, so based on the information provided, we cannot definitively say which one fits the criteria. However, if we consider the directors of both the Jungle Boy",Seven In The Sun,3.53,ok,,,0.986
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,9c5350cca5afdd1a7254dbc26b3642401551473f4b071ce6,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5492,1391,5467,1366,26,0.7467,True,0.24,"The Drover'S Sweetheart came out earlier than Pigsty (Film). The Drover'S Sweetheart was released in 1911, whereas Pigsty (Porcile in Italian), directed by Pier Paolo Pasolini, was released in 1969.",The Drover'S Sweetheart,3.64,ok,,,1.573
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,8daefc2a4f66b3614a6934857c8c8f9cfdeb3ca23d16e172,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4632,1173,4612,1153,22,0.7468,True,0.16,"To determine which film came out earlier between ""Above Rubies"" and ""The Magic Aster,"" we need to look at the release dates provided in the passages.",Above Rubies,3.52,ok,,,1.119
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,6110cb2d4156df8d180fdd01e5f340c4731f7d1f4583fc5a,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6159,1558,6134,1533,27,0.747,True,0.3636,Hissa Abdulla Ahmed Al-Otaiba was born in Abu Dhabi.,Abu Dhabi,4.42,ok,,,1.978
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,c7347f362602f3a0be4b051c0b68219e0648afa64772bd30,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2735,702,2710,677,27,0.7433,True,1.0,3 September 1992,3 September 1992,3.4,ok,,,0.39
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,44864cf7bbca78294d1b24c5acfa035f30849d802356aad4,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5137,1303,5112,1278,27,0.7464,True,0.0909,"According to Passage 5, Marco Risii was born in Milan, Italy. Therefore, the director of the film ""Love at First Sight"" (1985) was born in Milan, Italy.",Milan,3.78,ok,,,1.376
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,c9e8d02824dfbdf95fe9f90c45dc13bc12f45b6969b1467b,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3859,983,3834,958,27,0.7453,True,0.0769,"To determine which film came out earlier between ""X-Paroni"" and ""Mi novia está de madre,"" we need to look at the release dates provided in the passages.",X-Paroni,3.91,ok,,,0.777
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,ececb22cb4bba60194702771c0d4de89658a4798d7efa1a1,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3056,780,3034,758,23,0.7448,True,0.1176,"According to Passage 5, John William Noell, the father of Thomas E. Noell, died in Washington, D.C.",Washington,3.58,ok,,,0.487
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,f5cf6d94b9e4e7adfc30d262396bc29e201d9e07ead1d088,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5523,1399,5498,1374,26,0.7467,True,0.3158,"Women's Suffrage Journal was established first, founding in 1871, whereas Mostar (Magazine) began publishing in March 2005.",Women'S Suffrage Journal,4.32,ok,,,1.591
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,8af3f07b73fabc0cc4ef4e6928818d1ff08ead9f41a5085a,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3136,801,3113,778,24,0.7446,False,0.0,"No, Ding Yaping is a Chinese and German former international table tennis player, while Johann Christian Gustav Lucae was a German anatomist. Therefore, they are not of the same nationality.",,4.01,ok,,,0.513
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,be0651d84c04af5de43e28cf89e78d7e87490e637167632e,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4872,1233,4852,1213,22,0.7469,False,0.0,"Oskar Roehler is the director of the film Atomised, and there is no information provided about him having a mother within the given passages.",,4.43,ok,,,1.238
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,3cff7074281c58717aa65021d875cc1e6a6321f71cd77742,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4668,1185,4644,1161,25,0.7461,False,0.1176,"Frances Vane, Marchioness of Londonderry's father, Sir Henry Vane-Tempest, 2nd Baronet, died in 1813.",1 August 1813,3.72,ok,,,1.136
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,9ce10c5072e04cbd0d81d7e721fba8cf8062cc665fd32314,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5845,1479,5821,1455,26,0.747,True,0.125,"The director of the film Bhagirathi, Baraguru Ramachandrappa, was born in Baraguru village, Tumkur district, Karnataka state.",Tumkur,4.8,ok,,,1.782
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,8720ebfc91b6860392a2b7b0ba954b0cd16ffd8c360a1f2b,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1692,444,1664,416,29,0.7376,True,0.1905,"To determine who is the younger brother, we need to compare the birth years of Guy Arvely Dolsin and Altuğ Çelikbilek.",Altuğ Çelikbilek,3.3,ok,,,0.149
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,64d6357ab735a8542112f87893a6e7c89b1b307bdb0e24c7,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5712,1443,5691,1422,22,0.7474,False,0.0,Beaulieu-sur-Loire,,4.89,ok,,,1.702
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,93ef40c0bfa088c2a2dd3302976a950cba3e8d97767f65ce,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3711,946,3686,921,27,0.7451,False,0.1667,"To determine which film has the director who died earlier, we need to compare the death dates of the directors of both two films.",The Market Of Souls,5.71,ok,,,0.718
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,a49e29926d7019e6cbaf6b0610453eda22fa1ce9043f5829,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5658,1431,5636,1409,24,0.7471,False,0.0,"Catherine of Taranto's mother, Mary of Enghien, likely died in prison or as a nun shortly after being accused of adultery by her husband Philip I of Taranto, who then divorced her.",,4.92,ok,,,1.67
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,2df722c08f52cbf987c84019f7f2e5455cd29992738441cc,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1225,331,1191,297,36,0.7298,True,0.0769,"Yes, both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, are located in Peru. Yana Urqu (Q'Umirqucha) is is situated in the Cusco Region, Quispicanchi Province, Marcapata District, while Puka Rumi is is located in the Huancica Region, Ica Province",yes,3.25,ok,,,0.078
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,550f734c7ef908fcfe6b1b7e761826340f00abaa5eb305a0,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4140,1054,4114,1028,27,0.7454,True,1.0,Cuchillos De Fuego,Cuchillos De Fuego,3.5,ok,,,0.894
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,78227cb74e7b2401070e50abff8069510f5e5ccec0a2479f,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5901,1494,5875,1468,27,0.7468,False,0.0,"To determine which film has the director who died earlier, we need to find out when the directors of both films passed away.",,4.16,ok,,,1.816
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,3723ec96e3b1af88c73edaa0a5e87f20194d9d212a67b615,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3812,968,3792,948,21,0.7461,True,0.2,"Rock Street Journal was established first, as it was started in January 1993, while De AS first issue appeared in December 1972.",De As,3.88,ok,,,0.758
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,bdb42f1c30e16bbcdf6f0ab7c1f76765ddaa5817ee5e674b,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5347,1357,5319,1329,30,0.7462,False,0.1333,"Charles Willoughby, 11th Baron Willoughby of Parham's paternal grandmother is Lady Margaret Clinton.",Lady Frances Manners,4.0,ok,,,1.491
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,018c9c2d781ea2c9d57a31bd2e0ff30b55e77017a319484a,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4853,1227,4834,1208,21,0.7472,True,0.5,"Aretas B. Fleming was born in Fairmont, West Virginia.","Fairmont, West Virginia",3.71,ok,,,1.228
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,6a60fa19187345478a447b63d8f52a1cb5341e964cda29db,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4274,1086,4250,1062,26,0.7459,True,0.087,"According to Passage 2, Michael Small, the composer of the film score for ""Consenting Adults"" (1992), was born in New York City and grew up in Maplewood, New Jersey. Therefore, he was born in New York City. However, the specific city within New York City is not mentioned in the provided passages. To be more precise, we would need additional information",New York,3.46,ok,,,0.953
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,81c8cd41355e5f0489dad4010b5fd414b817f7a9134affc2,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5769,1461,5743,1435,28,0.7467,True,0.2105,"Mirjam Polkunen was born first, as she was born on 2 March 1922, while Vytautas Strzys was born on 22 August 1936.",Mirjam Polkunen,4.07,ok,,,1.736
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,5421c1e591296d64636a7e99fbfe98dddfed0f83d2053380,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4887,1239,4863,1215,26,0.7465,False,0.0,"The mother of the director of the film ""Dalida"" (2017) is not directly mentioned in the passage. However, the director of the film ""Dalida"" is Lisa Azuelos, as stated in Passage 5: ""Lisa Azuelos (born El 19) is a French director, writer, and producer.""",,3.58,ok,,,1.246
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,13dde588b81d1de4a9984418bf3d6791de7d1b1edf21d61b,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5326,1350,5301,1325,27,0.7465,True,0.3636,"Helge Schneider, the director of the film  , Schneider – Jagjag Auf Nihil Baxter, was born in Mülheim an der Ruhr, Germany.",Mülheim an der Ruhr,4.43,ok,,,1.479
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,0cf27c68148c99571860af561ce5f64c4524fde278defc63,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4880,1235,4859,1214,23,0.7469,True,0.2,"Nathaniel McLenaghan died first, as he passed in 1912, while Frederick Cleveland Morgan lived longer, passinging away in 1962.",Nathaniel Mclenaghan,3.82,ok,,,1.242
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,1ff4dc6c1f7c02445945ced1b35a08544d7ba76089675883,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5377,1362,5353,1338,26,0.7467,True,0.56,"The director of film Tiramisu (2002 Film), Dante Lam, earned the Hong Kong Film Award for Best Director for his work on this film.",Hong Kong Film Award for Best Director,3.75,ok,,,1.508
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,0c43156b7d6bc17425a89dc6c6d48fc8c2c72ac9eba55a87,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",970,262,944,236,28,0.7299,True,0.1667,"Yes, both Gut (Crișul Alb) and Gepepș are located in Romania.",yes,3.07,ok,,,0.049
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,a14e739445167b1be10d3a125f958a244c4b378261598a57,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6183,1563,6160,1540,25,0.7472,False,0.1429,"Nathan Juran, the director of the film Gunsmoke, was born in Gura, Austria.",Gura Humorului,4.15,ok,,,1.994
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,1038dcf795ffefdb5d947e54a7e2d3b04d73895e482fd324,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3702,942,3679,919,25,0.7455,False,0.0,"No, Twin Cairns Island and Nova Zembla Island are not located in the same country. Twin Cairns Island is located in the Belcher Islands archipelago, which is in the Qikiqtaaluk Region of Nunavut, Canada. On the other hand, Nova Zembla Island is located in the Qikiqtaaluk Region of Nunavut, Canada",,3.51,ok,,,0.715
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,188123e1b35a7de33fc44a40b55ab9ff0b59d29dc30f9148,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6297,1597,6266,1566,33,0.7464,True,0.2222,"The director of film A Chrysanthemem Bursts in Cincoesquinas, Daniel Burman, was born in Buenos Aires, Argentina.",Buenos Aires,5.61,ok,,,2.068
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,9b0dc01a1388db020e5c5c428a002d099f8a35544e9b6261,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4724,1199,4699,1174,26,0.7462,False,0.0,"To determine which film has a director who is younger, we need to compare the release years of the films and the birth year of their directors.",,4.05,ok,,,1.164
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,2a0554b724822b6c611539e39b44381f752acdecce4868ad,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4774,1209,4753,1188,23,0.7468,False,0.1111,"Antoine Casavav was born first, as he was born on October 22, 1822, while Abdul Ali Lalu was born on October 22, 1932.",Antoine Casavant,4.2,ok,,,1.189
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,37022dee1597491021c2aa7522276a600eb0dd316f12cbb6,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5692,1439,5670,1417,23,0.7472,False,0.1143,"The paternal grandmother of Marie of Brabant, Queen of France, is Margaret of Burgundy. This can be inferred from the information provided in Passage 9, which states that Marie of Brabant was the daughter of Henry III, Duke of Brabant, and Adelaide of Burgundy. Since Adelaide of Burgundy is the daughter of Margaret of Burgundy, Margaret of Burgundy is the paternal grandmother of",Marie of Hohenstaufen,4.02,ok,,,1.69
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,b8ffb375e75ee2976b8825d05d48c34638c7ffeb6d67baff,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5122,1296,5101,1275,22,0.747,False,0.0,Fernando Flaínez is the paternal grandfather of Diego Fernández De Oviedo.,,4.67,ok,,,1.368
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,33e3bc2dc011e79c047553153b1ab176c6a08f923af245ec,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6998,1763,6979,1744,20,0.7481,False,0.0909,"Rathold Rátót is the paternal grandfather of Baldwin I Rátót, as stated in Passage 6 where it mentions ""His father was Rathold Rátót.""",Leustach Rátót,4.91,ok,,,2.554
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,517da14d56782303ccf8ec057b86bf43169b6f2edcd6d0f1,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4246,1079,4222,1055,26,0.7459,True,0.2,"The director of film American Gothic (2007) graduated from the University of Wisconsin-Madison, where he he major in communication arts.",University of Wisconsin,3.51,ok,,,0.94
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,670498f9d7fd2582c5791cad2fe212f580d316fa49a8a984,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5202,545,5174,517,30,0.8952,False,0.0,"Marozia gave herself the title ""patricia"" of Rome.",,4.14,ok,,,1.411
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,3dd1ade26fd583844dd2af051d61eb20856ccc8e23abae59,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2240,242,2219,221,23,0.892,True,1.0,Pleiospilos,Pleiospilos,3.7,ok,,,0.262
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,90caafc7fe51eee4143874971f67bb3e0107d26179c437f7,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6222,642,6199,619,24,0.8968,True,0.6667,"Louisville, Kentucky",Louisville,4.35,ok,,,2.019
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,de85aaa5c535ba20bdcad5fbabfe13a03687374265a57b44,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5415,560,5394,539,23,0.8966,True,0.0769,"Yes, both the Tundra Mine and Negus Mine were located in Canada. The Tundra Mine operated in the Northwest Territories, Canada, between 1922 and 1968, while the Negus Mine was situated in Yellowknife, Northwest Territories, Canada, from 1939 to 1953. Both",yes,4.37,ok,,,1.529
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,5da42038bb9d29bb30e4094504ad06dc2d43afa373568686,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6544,676,6520,652,26,0.8967,True,0.0769,"No, Kaiping is located in Guangdong Province, but Pingxiang, Guangxi is not. Pingxiang is a county-level city under the administration of the prefecture-level city of Chongzuo, in the southwest of the Guangxi Zhuang Autonomous Region, China.",no,4.27,ok,,,2.233
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,c9f8b2166f7c44bf2e0843b2c77fb9fa5738af275555ca73,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3497,369,3475,347,23,0.8945,True,1.0,Atlantic Ocean,Atlantic Ocean,3.72,ok,,,0.638
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,b6352c61b4a748448ce38882861cd5ae5f7f2869a81e92a1,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3326,352,3304,330,24,0.8942,False,0.5714,Band-e-Amir National Park,Band-e Amir National Park,3.42,ok,,,0.577
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,3a75aba6bc2496016339474aef28ffdc9dbebdc00ccc166b,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5330,553,5307,530,25,0.8962,True,0.6667,Long Island and Fire Island,Long Island,4.14,ok,,,1.482
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,1fd7df3ba224e985f87e976c7a4a67ddc1012a249a542bea,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3560,387,3525,352,36,0.8913,True,0.0,ducks,,3.45,ok,,,0.661
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,d7d92c85b8becc33e60fc03507933f8eaf53b5e1067286de,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5143,544,5109,510,35,0.8942,False,0.6667,"Ulladulla, New South Wales","Umina Beach, New South Wales",3.94,ok,,,1.379
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,4567b6935bf5c64a1974b1089d67d176d9acac6b29836cb7,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4519,505,4460,446,60,0.8882,True,0.0976,"The 2011 La Manga Cup was won by Viking, who beat IK Start, a Norwegian football club from Kristiansand that plays in Tippeligaen and was promoted from Adeccoligaen in 2012. However, there seems to be a typo in the year (2011 instead of 2012). The correct information should be",IK Start,3.75,ok,,,1.065
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,d3b197d5b4da1198fc9c232524faced0f528b89f919b8061,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5695,584,5678,567,19,0.8975,True,0.0667,"Allure is a beauty magazine, published monthly by Condé Nast in New York City. Claudia, on the other hand, is a monthly women's magazine published in Warsaw, Poland, focusing on general lifestyle topics rather than specifically on beauty.",Allure,3.51,ok,,,1.692
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,4670f2a542ac06d27e47a74a042cf57f743fba34722a7dc5,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4608,503,4561,456,49,0.8908,True,0.6667,William Shakespeare,William,3.99,ok,,,1.107
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,9dc6d234e2406aef691ea02ddc2064f343fc30cbc534c937,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5802,600,5780,578,24,0.8966,True,0.0526,"Yes, Pothos and Tibouchina are both flowering plant genera. Pothos belongs to the family Araceae, while Tibouchina belongs to the family Melastomataceae. Both are part of the broader group of flowering plants known as angiosperms. They are distinct genera with their own unique characteristics and taxonomic classifications within the plant kingdom. Pothos is native",yes,4.02,ok,,,1.756
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,5e7675388334946fc508c4c8ac4ab0c491910fcc0e048bfd,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5432,564,5408,540,25,0.8962,True,0.1538,SR connector is based on the connector that is often used for coaxial cable.,coaxial,3.77,ok,,,1.539
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,78e73e15102e688a5b5f43155b11658907db8caa30fdb16e,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1850,216,1815,181,37,0.8832,False,0.0,:,,3.33,ok,,,0.178
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,4d6aafffd109cb61fd543f44bda770fda0cf1e1c3798548b,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4689,502,4652,465,37,0.8929,True,1.0,Albert Park,Albert Park,3.73,ok,,,1.147
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,ddd046530f4979511397f82fe5391d0a646c0aa18225a98e,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5029,517,5013,501,18,0.8972,True,1.0,"Toronto, Ontario.","Toronto, Ontario",4.26,ok,,,1.319
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,57543e0892f90733bf97dc270cdb36eb9bf8e2230940bcb9,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3982,422,3955,395,29,0.894,True,1.0,Henry Goes Arizona,Henry Goes Arizona,3.45,ok,,,0.827
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5433,559,5415,541,20,0.8971,False,0.2353,"William Thomas Le Poer Trench, 3rd Earl of Clancarty died on 8 April 1872.",26 April 1872,4.22,ok,,,1.539
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,884614fa7d0fe723587d2f2677d3f2143cd13ab74391bea6,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5966,612,5948,594,19,0.8974,True,1.0,"Dayton, Ohio.","Dayton, Ohio",4.12,ok,,,1.856
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,7940c60a5ff2d81b62d118253577d1d891057ca45695e91a,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5102,530,5080,508,24,0.8961,True,1.0,"Oklahoma City, Oklahoma","Oklahoma City, Oklahoma",3.87,ok,,,1.358
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,63df7238a0005c6bffc122ca97570a95eb1d3711abaee205,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2339,251,2320,232,21,0.8927,False,0.0,"No, Nick Varner and Carl Duser do not share the same nationality. Nick Varner is an American professional pool player, while Carl Duser was a Major League Baseball pitcher from the United States who served in the U.S. Army during the Korean War. Both were Americans, but they belong to different sports and have distinct careers.",,3.22,ok,,,0.285
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5742,589,5725,572,19,0.8974,False,0.0,Marcus Annius Libo's aunt was Fazıl Say's's mother.,,3.87,ok,,,1.72
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4616,480,4595,459,23,0.896,True,0.4,"The place of birth of the director of film Clowning Around is Castlemaine, Victoria, Australia.","Castlemaine, Victoria, Australia",3.72,ok,,,1.111
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,9b0b29e391c61c570b20fae813486bc757c1fb7d25d83049,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6729,690,6709,670,21,0.8975,False,0.0,"According to the passage, Princess Dibyasambandh's paternal grandfather is not explicitly mentioned. However, it states that she was the daughter of Prince Bhan and Mom Liam, so her paternal grandfather would be Prince Bhan.",,4.44,ok,,,2.362
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,ead67129fee9b0024c9c3f53041469d74cf8a0281e39febb,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5003,531,4968,496,37,0.8939,False,0.0,"No, they do not share the same nationality. The director of ""Betrayal"" (1932), Reginald Fogwell, was a British film director, while the director of ""The Godsend"" (1980), Gabrielle Beaumont, was also British. Both are listed as British directors in the provided context. However, it's important to note that both",,3.98,ok,,,1.305
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,7a35ba110f4c26f7eb9d4dcc2e8c1baac383c777f0904976,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4608,485,4581,458,29,0.8947,False,0.0833,"To determine which film has the director who was born earlier, we need to find out the birth years for both directors:",Murderer In The Fog,3.69,ok,,,1.107
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,f0523a41000b43996413780968b611c3f4d28b87f4acc859,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1800,207,1769,176,32,0.885,True,0.0833,"No, Revolt in the Big House and The Fugitive (1914 Film) are not from the same country. Revolt in the Big House is an American film from 1958, while The Fugitive (1914 Film) is a Russian-French short film from 1914.",no,3.18,ok,,,0.169
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,5844352bd3fe5898756970abec3099ec694be6ad15c498db,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2582,281,2556,255,27,0.8912,False,0.0,Indradhanura Chhai,,3.03,ok,,,0.348
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5299,554,5272,527,28,0.8955,True,0.2609,"To determine which film was released earlier between ""Prince of Arcadia"" and ""Italia-Germania 4-3,"" we need to compare their release years:",Prince Of Arcadia,3.76,ok,,,1.464
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,67705e148a6e0540819f466bb4fdc73ed2e5cbcd64d80930,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5948,615,5925,592,25,0.8966,True,0.0833,"According to the information provided in Passage 2, Herbert Maisch, the director of the 1938 film ""Nanon,"" died on October 1974 in Köln. To break it down:",Köln,4.13,ok,,,1.845
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402,10x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3338,351,3318,331,22,0.8948,True,0.1667,"To determine who died first between Erich Haenisch and William Pooley, we need to compare their respective death dates from the provided information.",William Pooley,3.29,ok,,,0.581
